IDVenta,IDFecha,Fecha,IDProducto,IDCliente,IDVendedor,Cantidad,PrecioUnitario,Descuento,MontoTotal,CostoTotal
1051,20241224,2024-12-24,1009,2036,32,171,27.57,0.03,4573.04,2052.0
1052,20241225,2024-12-25,1016,2025,37,41,48.48,0.0,1987.68,820.0
1053,20241225,2024-12-25,1011,2053,32,131,96.44,0.12,11117.6,4585.0
1054,20241225,2024-12-25,1007,2038,31,169,6.06,0.0,1024.14,591.5
1055,20241226,2024-12-26,1018,2013,31,476,15.33,0.03,7078.17,2856.0
1056,20241227,2024-12-27,1004,2021,34,15,19.25,0.0,288.75,150.0
1057,20241228,2024-12-28,1020,2033,31,10,45.84,0.02,449.23,190.0
1058,20241228,2024-12-28,1019,2005,37,16,33.32,0.0,533.12,256.0
1059,20241228,2024-12-28,1011,2013,36,6,90.03,0.05,513.17,210.0
1060,20241230,2024-12-30,1003,2021,32,108,23.25,0.0,2511.0,1296.0
1061,20241230,2024-12-30,1007,2046,32,176,5.83,0.0,1026.08,616.0
1062,20241230,2024-12-30,1019,2022,37,13,33.5,0.03,422.44,208.0
1063,20241231,2024-12-31,1005,2019,31,16,15.05,0.0,240.8,120.0
1064,20241231,2024-12-31,1019,2052,33,14,34.04,0.0,476.56,224.0
1065,20241231,2024-12-31,1019,2019,36,83,36.63,0.14,2614.65,1328.0
1066,20250103,2025-01-03,1013,2030,30,15,79.42,0.0,1191.3,420.0
1067,20250103,2025-01-03,1018,2024,35,14,12.9,0.0,180.6,84.0
1068,20250104,2025-01-04,1011,2053,30,6,89.15,0.0,534.9,210.0
1069,20250104,2025-01-04,1005,2027,37,28,14.21,0.0,397.88,210.0
1070,20250106,2025-01-06,1006,2049,33,178,8.53,0.03,1472.79,712.0
1071,20250107,2025-01-07,1013,2030,37,38,66.95,0.08,2340.57,1064.0
1072,20250108,2025-01-08,1006,2038,37,36,7.33,0.0,263.88,144.0
1073,20250108,2025-01-08,1015,2019,33,30,97.23,0.0,2916.9,1200.0
1074,20250108,2025-01-08,1006,2046,33,32,7.76,0.02,243.35,128.0
1075,20250108,2025-01-08,1005,2007,35,20,13.36,0.0,267.2,150.0
1076,20250108,2025-01-08,1019,2036,34,52,33.58,0.0,1746.16,832.0
1077,20250108,2025-01-08,1015,2019,31,9,89.55,0.0,805.95,360.0
1078,20250109,2025-01-09,1013,2027,34,10,68.77,0.03,667.07,280.0
1079,20250110,2025-01-10,1013,2009,35,25,69.47,0.07,1615.18,700.0
1080,20250113,2025-01-13,1008,2046,34,28,8.05,0.0,225.4,126.0
1081,20250114,2025-01-14,1019,2013,34,126,32.13,0.01,4007.9,2016.0
1082,20250115,2025-01-15,1004,2043,33,124,20.24,0.0,2509.76,1240.0
1083,20250115,2025-01-15,1007,2046,32,173,7.26,0.03,1218.3,605.5
1084,20250115,2025-01-15,1019,2027,31,15,29.97,0.0,449.55,240.0
1085,20250116,2025-01-16,1020,2047,34,94,36.4,0.0,3421.6,1786.0
1086,20250116,2025-01-16,1007,2007,34,167,5.82,0.02,952.5,584.5
1087,20250116,2025-01-16,1019,2047,33,24,38.25,0.0,918.0,384.0
1088,20250117,2025-01-17,1018,2053,33,17,12.63,0.06,201.83,102.0
1089,20250120,2025-01-20,1001,2019,34,17,16.97,0.0,288.49,136.0
1090,20250120,2025-01-20,1003,2019,31,133,25.19,0.0,3350.27,1596.0
1091,20250120,2025-01-20,1001,2023,34,20,16.05,0.0,321.0,160.0
1092,20250120,2025-01-20,1002,2019,37,14,17.15,0.0,240.1,133.0
1093,20250121,2025-01-21,1002,2025,33,45,18.87,0.0,849.15,427.5
1094,20250122,2025-01-22,1007,2046,33,263,5.97,0.0,1570.11,920.5
1095,20250123,2025-01-23,1006,2046,33,30,7.82,0.0,234.6,120.0
1096,20250124,2025-01-24,1016,2029,34,15,54.8,0.0,822.0,300.0
1097,20250124,2025-01-24,1011,2024,35,16,77.57,0.0,1241.12,560.0
1098,20250129,2025-01-29,1005,2025,34,122,16.52,0.0,2015.44,915.0
1099,20250130,2025-01-30,1012,2009,30,33,52.38,0.0,1728.54,726.0
1100,20250131,2025-01-31,1015,2021,33,13,104.37,0.04,1302.54,520.0
1101,20250201,2025-02-01,1007,2046,35,20,6.74,0.08,124.02,70.0
1102,20250203,2025-02-03,1017,2026,31,22,34.94,0.08,707.19,330.0
1103,20250204,2025-02-04,1020,2022,33,226,41.08,0.04,8912.72,4294.0
1104,20250205,2025-02-05,1013,2017,31,34,69.31,0.0,2356.54,952.0
1105,20250206,2025-02-06,1007,2046,34,84,6.36,0.0,534.24,294.0
1106,20250207,2025-02-07,1001,2053,37,15,14.59,0.08,201.34,120.0
1107,20250208,2025-02-08,1009,2055,34,15,31.59,0.05,450.16,180.0
1108,20250208,2025-02-08,1006,2049,37,168,7.25,0.01,1205.82,672.0
1109,20250210,2025-02-10,1007,2046,37,48,6.94,0.0,333.12,168.0
1110,20250210,2025-02-10,1020,2019,35,10,43.34,0.0,433.4,190.0
1111,20250211,2025-02-11,1006,2046,31,38,7.12,0.0,270.56,152.0
1112,20250212,2025-02-12,1013,2013,37,33,82.4,0.1,2447.28,924.0
1113,20250214,2025-02-14,1003,2027,33,95,23.4,0.0,2223.0,1140.0
1114,20250217,2025-02-17,1018,2047,32,52,13.87,0.0,721.24,312.0
1115,20250217,2025-02-17,1017,2013,35,13,49.31,0.15,544.88,195.0
1116,20250218,2025-02-18,1001,2006,36,311,14.3,0.0,4447.3,2488.0
1117,20250218,2025-02-18,1001,2021,33,22,16.77,0.1,332.05,176.0
1118,20250220,2025-02-20,1001,2019,30,81,14.36,0.0,1163.16,648.0
1119,20250220,2025-02-20,1001,2024,30,27,15.48,0.0,417.96,216.0
1120,20250222,2025-02-22,1014,2027,33,7,50.4,0.0,352.8,175.0
1121,20250225,2025-02-25,1002,2020,31,254,17.03,0.09,3936.31,2413.0
1122,20250226,2025-02-26,1018,2047,37,85,14.06,0.06,1123.39,510.0
1123,20250226,2025-02-26,1004,2019,33,29,18.33,0.04,510.31,290.0
1124,20250227,2025-02-27,1013,2024,37,8,65.19,0.0,521.52,224.0
1125,20250227,2025-02-27,1007,2011,30,43,6.4,0.02,269.7,150.5
1126,20250227,2025-02-27,1017,2027,32,34,33.06,0.0,1124.04,510.0
1127,20250228,2025-02-28,1019,2019,34,20,34.95,0.0,699.0,320.0
1128,20250301,2025-03-01,1014,2043,30,12,55.99,0.0,671.88,300.0
1129,20250303,2025-03-03,1007,2046,30,25,6.23,0.0,155.75,87.5
1130,20250303,2025-03-03,1007,2038,34,364,7.55,0.0,2748.2,1274.0
1131,20250304,2025-03-04,1012,2005,31,15,52.23,0.0,783.45,330.0
1132,20250304,2025-03-04,1001,2041,30,334,19.79,0.14,5684.48,2672.0
1133,20250304,2025-03-04,1005,2027,36,23,14.45,0.0,332.35,172.5
1134,20250305,2025-03-05,1013,2055,33,85,82.86,0.0,7043.1,2380.0
1135,20250305,2025-03-05,1001,2026,34,22,16.1,0.02,347.12,176.0
1136,20250306,2025-03-06,1007,2019,31,41,7.1,0.04,279.46,143.5
1137,20250306,2025-03-06,1015,2019,30,9,103.51,0.0,931.59,360.0
1138,20250306,2025-03-06,1016,2029,31,9,47.65,0.0,428.85,180.0
1139,20250306,2025-03-06,1019,2019,34,16,34.02,0.0,544.32,256.0
1140,20250307,2025-03-07,1002,2021,31,39,18.59,0.03,703.26,370.5
1141,20250307,2025-03-07,1005,2043,30,73,14.57,0.04,1021.07,547.5
1142,20250307,2025-03-07,1006,2027,31,176,7.36,0.07,1204.68,704.0
1143,20250308,2025-03-08,1007,2046,31,167,5.9,0.0,985.3,584.5
1144,20250310,2025-03-10,1013,2030,34,4,73.8,0.0,295.2,112.0
1145,20250310,2025-03-10,1001,2011,33,107,14.99,0.01,1587.89,856.0
1146,20250310,2025-03-10,1001,2051,32,68,17.48,0.01,1176.75,544.0
1147,20250311,2025-03-11,1015,2015,35,8,97.75,0.02,766.36,320.0
1148,20250311,2025-03-11,1018,2053,36,376,13.69,0.1,4632.7,2256.0
1149,20250311,2025-03-11,1002,2024,33,36,18.38,0.05,628.6,342.0
1150,20250311,2025-03-11,1019,2019,32,13,32.12,0.0,417.56,208.0
1151,20250311,2025-03-11,1003,2041,32,133,22.17,0.0,2948.61,1596.0
1152,20250312,2025-03-12,1007,2046,37,22,5.99,0.0,131.78,77.0
1153,20250312,2025-03-12,1005,2011,30,63,13.26,0.0,835.38,472.5
1154,20250313,2025-03-13,1004,2053,35,63,17.11,0.0,1077.93,630.0
1155,20250313,2025-03-13,1015,2051,37,7,105.85,0.04,711.31,280.0
1156,20250313,2025-03-13,1002,2013,34,142,17.11,0.0,2429.62,1349.0
1157,20250314,2025-03-14,1001,2024,36,20,13.79,0.0,275.8,160.0
1158,20250314,2025-03-14,1007,2049,34,149,6.9,0.04,986.98,521.5
1159,20250315,2025-03-15,1002,2019,35,13,16.42,0.0,213.46,123.5
1160,20250317,2025-03-17,1001,2043,37,116,15.01,0.02,1706.34,928.0
1161,20250317,2025-03-17,1006,2046,33,100,7.71,0.07,717.03,400.0
1162,20250318,2025-03-18,1014,2012,31,8,73.23,0.0,585.84,200.0
1163,20250318,2025-03-18,1007,2046,36,26,6.79,0.0,176.54,91.0
1164,20250318,2025-03-18,1015,2051,37,11,98.99,0.0,1088.89,440.0
1165,20250319,2025-03-19,1009,2036,37,14,26.27,0.01,364.1,168.0
1166,20250319,2025-03-19,1005,2019,35,34,16.62,0.07,525.52,255.0
1167,20250321,2025-03-21,1017,2021,37,6,37.89,0.09,206.88,90.0
1168,20250321,2025-03-21,1004,2019,35,404,18.65,0.0,7534.6,4040.0
1169,20250324,2025-03-24,1001,2020,30,38,18.69,0.13,617.89,304.0
1170,20250324,2025-03-24,1003,2019,33,41,21.49,0.0,881.09,492.0
1171,20250324,2025-03-24,1013,2053,35,24,62.02,0.07,1384.29,672.0
1172,20250324,2025-03-24,1007,2011,37,34,6.56,0.04,214.12,119.0
1173,20250325,2025-03-25,1014,2011,37,4,61.34,0.01,242.91,100.0
1174,20250325,2025-03-25,1005,2027,37,21,15.19,0.05,303.04,157.5
1175,20250326,2025-03-26,1013,2005,37,14,82.05,0.0,1148.7,392.0
1176,20250327,2025-03-27,1003,2051,34,129,20.75,0.01,2649.98,1548.0
1177,20250328,2025-03-28,1001,2026,31,123,16.14,0.0,1985.22,984.0
1178,20250329,2025-03-29,1013,2030,31,117,85.01,0.09,9051.01,3276.0
1179,20250329,2025-03-29,1007,2046,30,35,7.06,0.02,242.16,122.5
1180,20250329,2025-03-29,1001,2027,33,31,14.82,0.0,459.42,248.0
1181,20250331,2025-03-31,1004,2007,35,45,17.04,0.0,766.8,450.0
1182,20250401,2025-04-01,1020,2013,33,66,41.31,0.0,2726.46,1254.0
1183,20250402,2025-04-02,1006,2046,37,20,7.58,0.0,151.6,80.0
1184,20250402,2025-04-02,1013,2027,37,13,71.94,0.0,935.22,364.0
1185,20250402,2025-04-02,1006,2025,30,116,8.1,0.0,939.6,464.0
1186,20250402,2025-04-02,1007,2046,31,28,6.46,0.0,180.88,98.0
1187,20250403,2025-04-03,1007,2021,32,43,7.0,0.0,301.0,150.5
1188,20250404,2025-04-04,1019,2047,34,78,32.17,0.02,2459.07,1248.0
1189,20250407,2025-04-07,1016,2007,36,116,45.91,0.0,5325.56,2320.0
1190,20250407,2025-04-07,1015,2014,36,10,109.8,0.01,1087.02,400.0
1191,20250408,2025-04-08,1019,2027,36,13,32.09,0.0,417.17,208.0
1192,20250408,2025-04-08,1009,2030,35,6,31.25,0.0,187.5,72.0
1193,20250409,2025-04-09,1013,2036,36,13,71.29,0.0,926.77,364.0
1194,20250410,2025-04-10,1018,2058,33,476,13.01,0.06,5821.19,2856.0
1195,20250410,2025-04-10,1007,2046,36,30,6.91,0.01,205.23,105.0
1196,20250411,2025-04-11,1009,2030,37,7,27.73,0.08,178.58,84.0
1197,20250414,2025-04-14,1018,2058,33,16,13.8,0.06,207.55,96.0
1198,20250415,2025-04-15,1015,2005,30,5,101.8,0.0,509.0,200.0
1199,20250415,2025-04-15,1006,2049,32,55,7.08,0.04,373.82,220.0
1200,20250415,2025-04-15,1007,2019,30,292,6.91,0.03,1957.19,1022.0
1201,20250416,2025-04-16,1015,2029,30,27,86.82,0.0,2344.14,1080.0
1202,20250416,2025-04-16,1005,2019,31,30,15.06,0.0,451.8,225.0
1203,20250416,2025-04-16,1013,2024,30,14,75.98,0.0,1063.72,392.0
1204,20250417,2025-04-17,1007,2046,35,40,7.23,0.04,277.63,140.0
1205,20250417,2025-04-17,1006,2019,35,328,7.07,0.02,2272.58,1312.0
1206,20250421,2025-04-21,1005,2001,34,24,14.7,0.0,352.8,180.0
1207,20250422,2025-04-22,1016,2025,36,244,50.03,0.0,12207.32,4880.0
1208,20250422,2025-04-22,1002,2021,33,26,19.68,0.0,511.68,247.0
1209,20250423,2025-04-23,1006,2046,32,50,7.13,0.0,356.5,200.0
1210,20250423,2025-04-23,1015,2013,37,114,110.78,0.13,10987.16,4560.0
1211,20250423,2025-04-23,1004,2051,31,65,21.27,0.07,1285.77,650.0
1212,20250425,2025-04-25,1018,2059,31,89,14.05,0.1,1125.4,534.0
1213,20250428,2025-04-28,1013,2030,32,44,59.52,0.0,2618.88,1232.0
1214,20250429,2025-04-29,1013,2030,35,90,75.91,0.12,6012.07,2520.0
1215,20250430,2025-04-30,1007,2004,33,125,6.08,0.0,760.0,437.5
1216,20250501,2025-05-01,1008,2046,37,28,7.91,0.0,221.48,126.0
1217,20250502,2025-05-02,1006,2049,32,130,7.22,0.0,938.6,520.0
1218,20250503,2025-05-03,1006,2046,33,89,7.06,0.0,628.34,356.0
1219,20250505,2025-05-05,1001,2019,36,40,15.38,0.0,615.2,320.0
1220,20250505,2025-05-05,1005,2019,30,109,16.17,0.09,1603.9,817.5
1221,20250505,2025-05-05,1003,2019,32,36,20.77,0.01,740.24,432.0
1222,20250506,2025-05-06,1007,2049,34,193,6.77,0.0,1306.61,675.5
1223,20250506,2025-05-06,1011,2051,30,48,83.54,0.04,3849.52,1680.0
1224,20250506,2025-05-06,1007,2049,33,133,6.64,0.05,838.96,465.5
1225,20250506,2025-05-06,1006,2049,33,29,8.32,0.13,209.91,116.0
1226,20250506,2025-05-06,1007,2015,30,104,6.76,0.0,703.04,364.0
1227,20250507,2025-05-07,1013,2030,36,5,63.08,0.0,315.4,140.0
1228,20250508,2025-05-08,1006,2046,34,52,7.41,0.0,385.32,208.0
1229,20250508,2025-05-08,1007,2027,37,26,6.94,0.07,167.81,91.0
1230,20250509,2025-05-09,1016,2019,32,5,56.87,0.03,275.82,100.0
1231,20250510,2025-05-10,1009,2019,33,34,33.55,0.08,1049.44,408.0
1232,20250510,2025-05-10,1018,2021,30,51,11.83,0.0,603.33,306.0
1233,20250510,2025-05-10,1013,2030,35,7,60.93,0.0,426.51,196.0
1234,20250510,2025-05-10,1009,2021,37,7,27.83,0.0,194.81,84.0
1235,20250512,2025-05-12,1013,2030,34,10,68.52,0.0,685.2,280.0
1236,20250512,2025-05-12,1019,2027,36,61,33.07,0.0,2017.27,976.0
1237,20250512,2025-05-12,1005,2019,33,30,16.03,0.0,480.9,225.0
1238,20250513,2025-05-13,1001,2019,36,18,17.35,0.12,274.82,144.0
1239,20250513,2025-05-13,1011,2033,32,35,83.83,0.0,2934.05,1225.0
1240,20250514,2025-05-14,1018,2022,30,23,14.03,0.0,322.69,138.0
1241,20250514,2025-05-14,1009,2053,33,305,28.71,0.02,8581.42,3660.0
1242,20250514,2025-05-14,1001,2007,37,25,15.63,0.0,390.75,200.0
1243,20250515,2025-05-15,1020,2025,34,56,47.7,0.04,2564.35,1064.0
1244,20250517,2025-05-17,1018,2024,35,20,11.59,0.0,231.8,120.0
1245,20250519,2025-05-19,1003,2019,36,29,24.2,0.0,701.8,348.0
1246,20250519,2025-05-19,1011,2053,31,103,78.54,0.0,8089.62,3605.0
1247,20250522,2025-05-22,1007,2019,31,121,6.7,0.0,810.7,423.5
1248,20250522,2025-05-22,1001,2017,33,23,15.74,0.0,362.02,184.0
1249,20250523,2025-05-23,1009,2007,31,14,30.27,0.04,406.83,168.0
1250,20250523,2025-05-23,1001,2050,37,43,15.92,0.0,684.56,344.0
1251,20250523,2025-05-23,1013,2036,36,8,63.31,0.0,506.48,224.0
1252,20250523,2025-05-23,1005,2024,33,18,14.32,0.02,252.6,135.0
1253,20250524,2025-05-24,1008,2053,31,166,7.49,0.04,1193.61,747.0
1254,20250526,2025-05-26,1020,2058,33,56,46.55,0.0,2606.8,1064.0
1255,20250527,2025-05-27,1007,2049,33,23,6.7,0.0,154.1,80.5
1256,20250528,2025-05-28,1020,2024,31,15,34.63,0.0,519.45,285.0
1257,20250530,2025-05-30,1013,2053,36,38,67.65,0.0,2570.7,1064.0
1258,20250530,2025-05-30,1020,2017,34,13,38.91,0.0,505.83,247.0
1259,20250531,2025-05-31,1013,2030,34,17,77.79,0.0,1322.43,476.0
1260,20250602,2025-06-02,1004,2013,37,23,21.23,0.0,488.29,230.0
1261,20250602,2025-06-02,1019,2021,33,60,39.69,0.05,2262.33,960.0
1262,20250603,2025-06-03,1005,2019,33,17,14.09,0.0,239.53,127.5
1263,20250603,2025-06-03,1006,2038,36,333,7.53,0.0,2507.49,1332.0
1264,20250604,2025-06-04,1005,2024,35,17,14.96,0.05,241.6,127.5
1265,20250604,2025-06-04,1013,2005,35,6,76.56,0.03,445.58,168.0
1266,20250604,2025-06-04,1019,2058,33,20,40.04,0.0,800.8,320.0
1267,20250604,2025-06-04,1001,2019,30,66,15.98,0.03,1023.04,528.0
1268,20250605,2025-06-05,1015,2024,37,6,108.23,0.0,649.38,240.0
1269,20250605,2025-06-05,1006,2046,31,134,7.04,0.0,943.36,536.0
1270,20250606,2025-06-06,1019,2036,34,156,27.52,0.0,4293.12,2496.0
1271,20250606,2025-06-06,1002,2019,35,12,18.34,0.03,213.48,114.0
1272,20250606,2025-06-06,1005,2013,37,534,14.43,0.04,7397.4,4005.0
1273,20250611,2025-06-11,1007,2046,37,35,6.4,0.0,224.0,122.5
1274,20250611,2025-06-11,1007,2046,31,43,6.48,0.0,278.64,150.5
1275,20250611,2025-06-11,1006,2046,31,24,7.49,0.0,179.76,96.0
1276,20250612,2025-06-12,1007,2046,34,26,6.17,0.0,160.42,91.0
1277,20250613,2025-06-13,1020,2024,37,15,35.49,0.0,532.35,285.0
1278,20250614,2025-06-14,1004,2050,36,271,18.54,0.04,4823.37,2710.0
1279,20250616,2025-06-16,1007,2038,33,153,6.92,0.05,1005.82,535.5
1280,20250616,2025-06-16,1006,2046,34,112,9.14,0.12,900.84,448.0
1281,20250616,2025-06-16,1002,2051,31,272,22.49,0.09,5566.72,2584.0
1282,20250617,2025-06-17,1001,2019,34,28,13.96,0.0,390.88,224.0
1283,20250617,2025-06-17,1006,2046,31,31,7.77,0.0,240.87,124.0
1284,20250619,2025-06-19,1019,2024,34,22,40.3,0.0,886.6,352.0
1285,20250619,2025-06-19,1001,2024,32,124,13.73,0.0,1702.52,992.0
1286,20250620,2025-06-20,1004,2052,36,191,16.44,0.0,3140.04,1910.0
1287,20250620,2025-06-20,1007,2038,33,42,7.02,0.0,294.84,147.0
1288,20250621,2025-06-21,1013,2011,34,24,66.55,0.04,1533.31,672.0
1289,20250621,2025-06-21,1020,2017,30,65,37.33,0.03,2353.66,1235.0
1290,20250623,2025-06-23,1001,2019,33,83,16.0,0.0,1328.0,664.0
1291,20250623,2025-06-23,1019,2052,30,20,30.18,0.0,603.6,320.0
1292,20250624,2025-06-24,1010,2053,34,42,47.16,0.03,1921.3,756.0
1293,20250626,2025-06-26,1006,2018,34,44,6.94,0.0,305.36,176.0
1294,20250626,2025-06-26,1013,2019,34,12,70.43,0.08,777.55,336.0
1295,20250627,2025-06-27,1005,2005,31,13,12.78,0.0,166.14,97.5
1296,20250630,2025-06-30,1007,2046,37,42,6.07,0.0,254.94,147.0
1297,20250630,2025-06-30,1005,2011,30,35,14.62,0.04,491.23,262.5
1298,20250630,2025-06-30,1013,2053,36,6,64.84,0.0,389.04,168.0
1299,20250630,2025-06-30,1007,2046,34,48,7.23,0.0,347.04,168.0
1300,20250630,2025-06-30,1002,2020,33,102,17.88,0.0,1823.76,969.0
